reel,type,length_sec,hook,caption,status,when_posted,views,reach,likes,shares,saved,permalink,batch
av2_hook09.mp4,AI avatar,22.0,avatar 09,"The #1 AI skill for business owners in 2026 isn't a tool 👇 /  / It's knowing WHERE to use it. /  / Tools change every single day. Chasing every shiny new one is a waste of time. /  / Do this instead: look at where your team loses the most hours. Uploading and scheduling alone can eat ~3 hours a week. An AI agent can do that part on autopilot. /  / Find the problem first. Then pick the tool — not the other way around. /  / AI is a tool, not a buzzword. /  / Comment AUTOMATION and I'll show you where to start. /  / #aiforbusiness #contentautomation #smallbusinessowner #aitools #reels",scheduled,2026-08-11T16:00:00,,,,,,,burst2day
copy_5d1b5d34_7a05_4fe7_8ef8_752682c91088_hook16.mp4,AI avatar,22.2,"I have 20 minutes to film. AI handles the hair, makeup and e","If you don’t have time always to get ready for your perfect video. / If you’re USA based founder, who’s making 30K$+ a month, chances are, you’re always busy. / And maybe today you’re not looking your best / but you still have to film again for your team. / Social media won’t run without you. / There is a way to create content faster / with the same quality. And you should be using it. You can be posting 30 reels a day and testing what works, spending 10 minutes a day. I am not even joking, this is what this reel is right now. / Comment Automation and I’ll tell you how",paused,2026-08-11T19:00:00,,,,,,,0808_avatar
founders_10aug_hook05.mp4,Long-form (founders/followers),75.4,Stop trying to grow your Instagram. Delete these followers first,"Stop trying to grow your Instagram. Delete these followers first 👇 /  / You don’t need more followers. You might actually need fewer. /  / One mistake I see founders make is copying the content strategy of accounts with 100K+ followers. /  / You’re not where they are yet, so what works for them won’t necessarily work for you. /  / If you’re building a founder-led business, your goal isn’t the biggest audience. It’s an audience of people who could actually become customers. /  / That’s why sometimes I’d rather delete followers than gain them. /  / Bots, fake accounts, irrelevant audiences — they inflate the number, but they’ll never engage meaningfully or buy from you. /  / And I don’t want Instagram learning from everyone. I want it learning from my ICP — the people I actually want my business to reach. /  / Because 10K followers mean very little if they don’t translate into customers. /  / This is where AI comes in. Before you scale your marketing with AI, make sure you’re scaling the right thing. AI can help you create faster, test faster and build a marketing system that relies less on you — but it won’t fix bad positioning, the wrong audience or a strategy that wasn’t working in the first place. /  / Don’t automate the mess. Fix the fundamentals. Find what works. Then scale it with AI. /  / Comment AUTOMATION and I’ll show you how. /  / #founderledmarketing #aiforbusiness #contentstrategy #smallbusinessowner #reels",paused,2026-08-11T22:00:00,,,,,,,1008_founders
copy_5d1b5d34_7a05_4fe7_8ef8_752682c91088_hook08.mp4,AI avatar,22.2,The AI skill every business owner needs in 2026,"The #1 AI skill for business owners in 2026 isn't a tool 👇 /  / It's knowing WHERE to use it. /  / Tools change every single day. Chasing every shiny new one is a waste of time. /  / Do this instead: look at where your team loses the most hours. Uploading and scheduling alone can eat ~3 hours a week. An AI agent can do that part on autopilot. /  / Find the problem first. Then pick the tool — not the other way around. /  / AI is a tool, not a buzzword. /  / Comment AUTOMATION and I'll show you where to start. /  / #aiforbusiness #contentautomation #smallbusinessowner #aitools #reels",paused,2026-08-12T01:00:00,,,,,,,0808_avatar
copy_5d1b5d34_7a05_4fe7_8ef8_752682c91088_hook17.mp4,AI avatar,22.2,Getting ready for Instagram is no longer on my CEO calendar.,"If you don’t have time always to get ready for your perfect video. / If you’re USA based founder, who’s making 30K$+ a month, chances are, you’re always busy. / And maybe today you’re not looking your best / but you still have to film again for your team. / Social media won’t run without you. / There is a way to create content faster / with the same quality. And you should be using it. You can be posting 30 reels a day and testing what works, spending 10 minutes a day. I am not even joking, this is what this reel is right now. / Comment Automation and I’ll tell you how",paused,2026-08-12T04:00:00,,,,,,,0808_avatar
copy_5d1b5d34_7a05_4fe7_8ef8_752682c91088_hook09.mp4,AI avatar,22.2,The AI skill every female business owner needs in 2026,"The #1 AI skill for business owners in 2026 isn't a tool 👇 /  / It's knowing WHERE to use it. /  / Tools change every single day. Chasing every shiny new one is a waste of time. /  / Do this instead: look at where your team loses the most hours. Uploading and scheduling alone can eat ~3 hours a week. An AI agent can do that part on autopilot. /  / Find the problem first. Then pick the tool — not the other way around. /  / AI is a tool, not a buzzword. /  / Comment AUTOMATION and I'll show you where to start. /  / #aiforbusiness #contentautomation #smallbusinessowner #aitools #reels",paused,2026-08-12T07:00:00,,,,,,,0808_avatar
copy_5d1b5d34_7a05_4fe7_8ef8_752682c91088_hook18.mp4,AI avatar,22.2,I still film my content. I just outsourced looking camera-re,"If you don’t have time always to get ready for your perfect video. / If you’re USA based founder, who’s making 30K$+ a month, chances are, you’re always busy. / And maybe today you’re not looking your best / but you still have to film again for your team. / Social media won’t run without you. / There is a way to create content faster / with the same quality. And you should be using it. You can be posting 30 reels a day and testing what works, spending 10 minutes a day. I am not even joking, this is what this reel is right now. / Comment Automation and I’ll tell you how",paused,2026-08-12T10:00:00,,,,,,,0808_avatar
short_5sv1_hook3.mp4,5-10s value-caption short,5.5,The AI skill every business owner needs in 2026,"The #1 AI skill for business owners in 2026 isn't a tool 👇 /  / It's knowing WHERE to use it. /  / Tools change every single day. Chasing every shiny new one is a waste of time. /  / Do this instead: look at where your team loses the most hours. Uploading and scheduling alone can eat ~3 hours a week. An AI agent can do that part on autopilot. /  / Find the problem first. Then pick the tool — not the other way around. /  / AI is a tool, not a buzzword. /  / Comment AUTOMATION and I'll show you where to start. /  / #aiforbusiness #contentautomation #smallbusinessowner #aitools #reels",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
founders_10aug_hook10.mp4,Long-form (founders/followers),75.4,Every wrong follower makes it harder for Instagram to understand who should see your content,"Every wrong follower makes it harder for Instagram to understand who should see your content 👇 /  / You don’t need more followers. You might actually need fewer. /  / One mistake I see founders make is copying the content strategy of accounts with 100K+ followers. /  / You’re not where they are yet, so what works for them won’t necessarily work for you. /  / If you’re building a founder-led business, your goal isn’t the biggest audience. It’s an audience of people who could actually become customers. /  / That’s why sometimes I’d rather delete followers than gain them. /  / Bots, fake accounts, irrelevant audiences — they inflate the number, but they’ll never engage meaningfully or buy from you. /  / And I don’t want Instagram learning from everyone. I want it learning from my ICP — the people I actually want my business to reach. /  / Because 10K followers mean very little if they don’t translate into customers. /  / This is where AI comes in. Before you scale your marketing with AI, make sure you’re scaling the right thing. AI can help you create faster, test faster and build a marketing system that relies less on you — but it won’t fix bad positioning, the wrong audience or a strategy that wasn’t working in the first place. /  / Don’t automate the mess. Fix the fundamentals. Find what works. Then scale it with AI. /  / Comment AUTOMATION and I’ll show you how. /  / #founderledmarketing #aiforbusiness #contentstrategy #smallbusinessowner #reels",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
av2_hook10.mp4,AI avatar,22.0,avatar 10,"If you don’t have time always to get ready for your perfect video. / If you’re USA based founder, who’s making 30K$+ a month, chances are, you’re always busy. / And maybe today you’re not looking your best / but you still have to film again for your team. / Social media won’t run without you. / There is a way to create content faster / with the same quality. And you should be using it. You can be posting 30 reels a day and testing what works, spending 10 minutes a day. I am not even joking, this is what this reel is right now. / Comment Automation and I’ll tell you how",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
short_5sv2_hook3.mp4,5-10s value-caption short,5.1,The AI skill every business owner needs in 2026,"The #1 AI skill for business owners in 2026 isn't a tool 👇 /  / It's knowing WHERE to use it. /  / Tools change every single day. Chasing every shiny new one is a waste of time. /  / Do this instead: look at where your team loses the most hours. Uploading and scheduling alone can eat ~3 hours a week. An AI agent can do that part on autopilot. /  / Find the problem first. Then pick the tool — not the other way around. /  / AI is a tool, not a buzzword. /  / Comment AUTOMATION and I'll show you where to start. /  / #aiforbusiness #contentautomation #smallbusinessowner #aitools #reels",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
founders_10aug_hook11.mp4,Long-form (founders/followers),75.4,Your follower count is vanity. Your buyer concentration is what matters,"Your follower count is vanity. Your buyer concentration is what matters 👇 /  / You don’t need more followers. You might actually need fewer. /  / One mistake I see founders make is copying the content strategy of accounts with 100K+ followers. /  / You’re not where they are yet, so what works for them won’t necessarily work for you. /  / If you’re building a founder-led business, your goal isn’t the biggest audience. It’s an audience of people who could actually become customers. /  / That’s why sometimes I’d rather delete followers than gain them. /  / Bots, fake accounts, irrelevant audiences — they inflate the number, but they’ll never engage meaningfully or buy from you. /  / And I don’t want Instagram learning from everyone. I want it learning from my ICP — the people I actually want my business to reach. /  / Because 10K followers mean very little if they don’t translate into customers. /  / This is where AI comes in. Before you scale your marketing with AI, make sure you’re scaling the right thing. AI can help you create faster, test faster and build a marketing system that relies less on you — but it won’t fix bad positioning, the wrong audience or a strategy that wasn’t working in the first place. /  / Don’t automate the mess. Fix the fundamentals. Find what works. Then scale it with AI. /  / Comment AUTOMATION and I’ll show you how. /  / #founderledmarketing #aiforbusiness #contentstrategy #smallbusinessowner #reels",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
av2_hook11.mp4,AI avatar,22.0,avatar 11,"If you don’t have time always to get ready for your perfect video. / If you’re USA based founder, who’s making 30K$+ a month, chances are, you’re always busy. / And maybe today you’re not looking your best / but you still have to film again for your team. / Social media won’t run without you. / There is a way to create content faster / with the same quality. And you should be using it. You can be posting 30 reels a day and testing what works, spending 10 minutes a day. I am not even joking, this is what this reel is right now. / Comment Automation and I’ll tell you how",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
short_5sv3_hook3.mp4,5-10s value-caption short,5.1,The AI skill every business owner needs in 2026,"The #1 AI skill for business owners in 2026 isn't a tool 👇 /  / It's knowing WHERE to use it. /  / Tools change every single day. Chasing every shiny new one is a waste of time. /  / Do this instead: look at where your team loses the most hours. Uploading and scheduling alone can eat ~3 hours a week. An AI agent can do that part on autopilot. /  / Find the problem first. Then pick the tool — not the other way around. /  / AI is a tool, not a buzzword. /  / Comment AUTOMATION and I'll show you where to start. /  / #aiforbusiness #contentautomation #smallbusinessowner #aitools #reels",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
founders_10aug_hook12.mp4,Long-form (founders/followers),75.4,The fastest way to improve your audience might be to make it smaller,"The fastest way to improve your audience might be to make it smaller 👇 /  / You don’t need more followers. You might actually need fewer. /  / One mistake I see founders make is copying the content strategy of accounts with 100K+ followers. /  / You’re not where they are yet, so what works for them won’t necessarily work for you. /  / If you’re building a founder-led business, your goal isn’t the biggest audience. It’s an audience of people who could actually become customers. /  / That’s why sometimes I’d rather delete followers than gain them. /  / Bots, fake accounts, irrelevant audiences — they inflate the number, but they’ll never engage meaningfully or buy from you. /  / And I don’t want Instagram learning from everyone. I want it learning from my ICP — the people I actually want my business to reach. /  / Because 10K followers mean very little if they don’t translate into customers. /  / This is where AI comes in. Before you scale your marketing with AI, make sure you’re scaling the right thing. AI can help you create faster, test faster and build a marketing system that relies less on you — but it won’t fix bad positioning, the wrong audience or a strategy that wasn’t working in the first place. /  / Don’t automate the mess. Fix the fundamentals. Find what works. Then scale it with AI. /  / Comment AUTOMATION and I’ll show you how. /  / #founderledmarketing #aiforbusiness #contentstrategy #smallbusinessowner #reels",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
av2_hook12.mp4,AI avatar,22.0,avatar 12,"If you don’t have time always to get ready for your perfect video. / If you’re USA based founder, who’s making 30K$+ a month, chances are, you’re always busy. / And maybe today you’re not looking your best / but you still have to film again for your team. / Social media won’t run without you. / There is a way to create content faster / with the same quality. And you should be using it. You can be posting 30 reels a day and testing what works, spending 10 minutes a day. I am not even joking, this is what this reel is right now. / Comment Automation and I’ll tell you how",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
short_5sv4_hook3.mp4,5-10s value-caption short,5.4,The AI skill every business owner needs in 2026,"The #1 AI skill for business owners in 2026 isn't a tool 👇 /  / It's knowing WHERE to use it. /  / Tools change every single day. Chasing every shiny new one is a waste of time. /  / Do this instead: look at where your team loses the most hours. Uploading and scheduling alone can eat ~3 hours a week. An AI agent can do that part on autopilot. /  / Find the problem first. Then pick the tool — not the other way around. /  / AI is a tool, not a buzzword. /  / Comment AUTOMATION and I'll show you where to start. /  / #aiforbusiness #contentautomation #smallbusinessowner #aitools #reels",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
founders_10aug_hook13.mp4,Long-form (founders/followers),75.4,"If these people will never buy from you, why are you trying to keep them?","If these people will never buy from you, why are you trying to keep them? 👇 /  / You don’t need more followers. You might actually need fewer. /  / One mistake I see founders make is copying the content strategy of accounts with 100K+ followers. /  / You’re not where they are yet, so what works for them won’t necessarily work for you. /  / If you’re building a founder-led business, your goal isn’t the biggest audience. It’s an audience of people who could actually become customers. /  / That’s why sometimes I’d rather delete followers than gain them. /  / Bots, fake accounts, irrelevant audiences — they inflate the number, but they’ll never engage meaningfully or buy from you. /  / And I don’t want Instagram learning from everyone. I want it learning from my ICP — the people I actually want my business to reach. /  / Because 10K followers mean very little if they don’t translate into customers. /  / This is where AI comes in. Before you scale your marketing with AI, make sure you’re scaling the right thing. AI can help you create faster, test faster and build a marketing system that relies less on you — but it won’t fix bad positioning, the wrong audience or a strategy that wasn’t working in the first place. /  / Don’t automate the mess. Fix the fundamentals. Find what works. Then scale it with AI. /  / Comment AUTOMATION and I’ll show you how. /  / #founderledmarketing #aiforbusiness #contentstrategy #smallbusinessowner #reels",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
av2_hook13.mp4,AI avatar,22.0,avatar 13,"If you don’t have time always to get ready for your perfect video. / If you’re USA based founder, who’s making 30K$+ a month, chances are, you’re always busy. / And maybe today you’re not looking your best / but you still have to film again for your team. / Social media won’t run without you. / There is a way to create content faster / with the same quality. And you should be using it. You can be posting 30 reels a day and testing what works, spending 10 minutes a day. I am not even joking, this is what this reel is right now. / Comment Automation and I’ll tell you how",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
short_5sv5_hook3.mp4,5-10s value-caption short,5.4,The AI skill every business owner needs in 2026,"The #1 AI skill for business owners in 2026 isn't a tool 👇 /  / It's knowing WHERE to use it. /  / Tools change every single day. Chasing every shiny new one is a waste of time. /  / Do this instead: look at where your team loses the most hours. Uploading and scheduling alone can eat ~3 hours a week. An AI agent can do that part on autopilot. /  / Find the problem first. Then pick the tool — not the other way around. /  / AI is a tool, not a buzzword. /  / Comment AUTOMATION and I'll show you where to start. /  / #aiforbusiness #contentautomation #smallbusinessowner #aitools #reels",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
founders_10aug_hook14.mp4,Long-form (founders/followers),75.4,Stop copying creators with 500K followers. Your account needs a completely different strategy,"Stop copying creators with 500K followers. Your account needs a completely different strategy 👇 /  / You don’t need more followers. You might actually need fewer. /  / One mistake I see founders make is copying the content strategy of accounts with 100K+ followers. /  / You’re not where they are yet, so what works for them won’t necessarily work for you. /  / If you’re building a founder-led business, your goal isn’t the biggest audience. It’s an audience of people who could actually become customers. /  / That’s why sometimes I’d rather delete followers than gain them. /  / Bots, fake accounts, irrelevant audiences — they inflate the number, but they’ll never engage meaningfully or buy from you. /  / And I don’t want Instagram learning from everyone. I want it learning from my ICP — the people I actually want my business to reach. /  / Because 10K followers mean very little if they don’t translate into customers. /  / This is where AI comes in. Before you scale your marketing with AI, make sure you’re scaling the right thing. AI can help you create faster, test faster and build a marketing system that relies less on you — but it won’t fix bad positioning, the wrong audience or a strategy that wasn’t working in the first place. /  / Don’t automate the mess. Fix the fundamentals. Find what works. Then scale it with AI. /  / Comment AUTOMATION and I’ll show you how. /  / #founderledmarketing #aiforbusiness #contentstrategy #smallbusinessowner #reels",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
av2_hook14.mp4,AI avatar,22.0,avatar 14,"If you don’t have time always to get ready for your perfect video. / If you’re USA based founder, who’s making 30K$+ a month, chances are, you’re always busy. / And maybe today you’re not looking your best / but you still have to film again for your team. / Social media won’t run without you. / There is a way to create content faster / with the same quality. And you should be using it. You can be posting 30 reels a day and testing what works, spending 10 minutes a day. I am not even joking, this is what this reel is right now. / Comment Automation and I’ll tell you how",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
short_5sv6_hook3.mp4,5-10s value-caption short,5.5,The AI skill every business owner needs in 2026,"The #1 AI skill for business owners in 2026 isn't a tool 👇 /  / It's knowing WHERE to use it. /  / Tools change every single day. Chasing every shiny new one is a waste of time. /  / Do this instead: look at where your team loses the most hours. Uploading and scheduling alone can eat ~3 hours a week. An AI agent can do that part on autopilot. /  / Find the problem first. Then pick the tool — not the other way around. /  / AI is a tool, not a buzzword. /  / Comment AUTOMATION and I'll show you where to start. /  / #aiforbusiness #contentautomation #smallbusinessowner #aitools #reels",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
founders_10aug_hook15.mp4,Long-form (founders/followers),75.4,Big creators can survive a bad audience. Your business account can't,"Big creators can survive a bad audience. Your business account can't 👇 /  / You don’t need more followers. You might actually need fewer. /  / One mistake I see founders make is copying the content strategy of accounts with 100K+ followers. /  / You’re not where they are yet, so what works for them won’t necessarily work for you. /  / If you’re building a founder-led business, your goal isn’t the biggest audience. It’s an audience of people who could actually become customers. /  / That’s why sometimes I’d rather delete followers than gain them. /  / Bots, fake accounts, irrelevant audiences — they inflate the number, but they’ll never engage meaningfully or buy from you. /  / And I don’t want Instagram learning from everyone. I want it learning from my ICP — the people I actually want my business to reach. /  / Because 10K followers mean very little if they don’t translate into customers. /  / This is where AI comes in. Before you scale your marketing with AI, make sure you’re scaling the right thing. AI can help you create faster, test faster and build a marketing system that relies less on you — but it won’t fix bad positioning, the wrong audience or a strategy that wasn’t working in the first place. /  / Don’t automate the mess. Fix the fundamentals. Find what works. Then scale it with AI. /  / Comment AUTOMATION and I’ll show you how. /  / #founderledmarketing #aiforbusiness #contentstrategy #smallbusinessowner #reels",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
av2_hook15.mp4,AI avatar,22.0,avatar 15,"If you don’t have time always to get ready for your perfect video. / If you’re USA based founder, who’s making 30K$+ a month, chances are, you’re always busy. / And maybe today you’re not looking your best / but you still have to film again for your team. / Social media won’t run without you. / There is a way to create content faster / with the same quality. And you should be using it. You can be posting 30 reels a day and testing what works, spending 10 minutes a day. I am not even joking, this is what this reel is right now. / Comment Automation and I’ll tell you how",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
short_11sv1_hook3.mp4,5-10s value-caption short,11.3,The AI skill every business owner needs in 2026,"The #1 AI skill for business owners in 2026 isn't a tool 👇 /  / It's knowing WHERE to use it. /  / Tools change every single day. Chasing every shiny new one is a waste of time. /  / Do this instead: look at where your team loses the most hours. Uploading and scheduling alone can eat ~3 hours a week. An AI agent can do that part on autopilot. /  / Find the problem first. Then pick the tool — not the other way around. /  / AI is a tool, not a buzzword. /  / Comment AUTOMATION and I'll show you where to start. /  / #aiforbusiness #contentautomation #smallbusinessowner #aitools #reels",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
av2_hook16.mp4,AI avatar,22.0,avatar 16,"If you don’t have time always to get ready for your perfect video. / If you’re USA based founder, who’s making 30K$+ a month, chances are, you’re always busy. / And maybe today you’re not looking your best / but you still have to film again for your team. / Social media won’t run without you. / There is a way to create content faster / with the same quality. And you should be using it. You can be posting 30 reels a day and testing what works, spending 10 minutes a day. I am not even joking, this is what this reel is right now. / Comment Automation and I’ll tell you how",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
av2_hook17.mp4,AI avatar,22.0,avatar 17,"If you don’t have time always to get ready for your perfect video. / If you’re USA based founder, who’s making 30K$+ a month, chances are, you’re always busy. / And maybe today you’re not looking your best / but you still have to film again for your team. / Social media won’t run without you. / There is a way to create content faster / with the same quality. And you should be using it. You can be posting 30 reels a day and testing what works, spending 10 minutes a day. I am not even joking, this is what this reel is right now. / Comment Automation and I’ll tell you how",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
av2_hook18.mp4,AI avatar,22.0,avatar 18,"If you don’t have time always to get ready for your perfect video. / If you’re USA based founder, who’s making 30K$+ a month, chances are, you’re always busy. / And maybe today you’re not looking your best / but you still have to film again for your team. / Social media won’t run without you. / There is a way to create content faster / with the same quality. And you should be using it. You can be posting 30 reels a day and testing what works, spending 10 minutes a day. I am not even joking, this is what this reel is right now. / Comment Automation and I’ll tell you how",scheduled,2026-08-12T16:00:00,,,,,,,burst2day
